ID,Name,Age,Gender,Email,Phone_Number,City,Department,Salary,Joining_Date,Experience_Years,Performance_Score,Manager_ID,Work_Location,Bonus_Percentage,Remote_Onsite
11738,Jacob Gonzales,28,male,grossdominique@hotmail.com,293.514.9134x37933,Bangalor,sales,71968,2025-11-15,14.0,3,10036.0,Chennai,23.0,Remote
19881,Stephen Moss,27,F,wilsonryan@lewis-warner.com,021-559-2772x244,,IT ,75707.13,2018-07-06,11.0,Good,10016.0,,8.0,Remote
16881,Jennifer Mcgrath,39,,fowlerandrew@hickman.net,(423)788-0966x60767,Mumbai,IT,66052,2020-11-11,19.0,,10024.0,Bangalor,16.0,Remote
16598,Jeffrey Hull,63,Female,edwardsvictoria@gmail.com,(019)660-5558x4866,Bangalore,Sales,53587,2017-07-29,17.0,1,10098.0,Mmbai,19.0,Onsite
10438,Kimberly Jacobs,57,female,david91@yahoo.com,142-728-1363x44372,Delhi,Operations,54682,2025-07-05,16.0,Poor,10030.0,Hyderabad,7.0,remote
17470,Eric Anderson,27,Unknown,yfranklin@pratt-carter.com,641.989.2866,Bangalor,Financ,124547,2020-03-10,3.0,Excellent,10040.0,Chennai,13.0,
19720,Mark Evans,46,,smithjennifer@gmail.com,abcdef,Delhi,hr,108296,2022-01-13,3.0,,10041.0,Bangalor,7.0,onsite
14140,Crystal Mcdowell,56,Female,kellyrogers@gmail.com,001-324-282-4871x8657,Chennai,Operations,93549,2022-05-30,2.0,,10085.0,Mmbai,0.0,Hybrid
11746,Lauren Phelps,44,female,shawn78@jones-bell.biz,540.303.1312x5403,Bangalor,IT ,₹182322,2024-03-12,6.0,Excellent,10035.0,Mmbai,0.0,Onsite
10135,Connie Jones,49,F,vgutierrez@gmail.com,931.465.6167,mumbai,IT,79228,2021-02-10,18.0,Good,10079.0,Mmbai,27.0,remote
15258,Charlotte Jones,65,F,williamsallen@garcia.com,001-754-818-9858x34685,Chennai,sales,37976,2016-11-10,15.0,3,10013.0,Bangalore,24.0,Onsite
14162,Brittany Watkins,34,,wsanders@hotmail.com,016.944.8648x820,Mumbai,Finance,98462,2020-08-30,4.0,Good,10025.0,Delhi,3.0,Remote
17682,Megan Richards,19,Male,alexparks@yahoo.com,+1-524-451-6521,mumbai,hr,44728,2025-02-25,4.0,4,10087.0,Chennai,27.0,Onsite
13209,Katherine Gutierrez ,32,Female,fpatterson@gmail.com,157-582-9219x5804,delhi,Sales,80003,2017-06-05,-1.0,1,10091.0,Bangalor,21.0,
13317,Melissa Sloan,49,female,leewilliam@yahoo.com,+1-506-719-4525,Mmbai,Operations,117625,2016-05-22,14.0,Excellent,10045.0,Delhi,2.0,Onsite
10850,James Welch,46,Unknown,jholmes@yahoo.com,001-641-891-6732x596,Chennai,IT,66135,2022-01-12,6.0,Poor,10002.0,Delhi,3.0,
16571,Jamie Smith,59,Unknown,jacksonjessica@hill.com,001-479-008-5333x8410,mumbai,Marketing,₹133002,2022-08-14,5.0,Excellent,10045.0,Mmbai,4.0,
16591,Elizabeth Young,59,F,annaali@hotmail.com,(429)034-2436x24579,Delhi,Financ,134814,2017-07-09,5.0,Good,10071.0,Mumbai,2.0,
11269,Brandon Holt,59,M,peterle@hotmail.com,001-378-139-7669,delhi,IT,124724,2019-03-02,12.0,Excellent,10004.0,Mmbai,24.0,
10597,Frederick Perry,23,,millerrichard@test.net,001-054-745-5297,Bangalor,Finance,116369,,13.0,1,10045.0,Mumbai,11.0,Remote
11227,Deanna Long,22,Female,taylorcarrie@hotmail.com,174-034-5125x208,Delhi,Sales,₹153803,2021-12-23,10.0,Poor,10032.0,Chennai,21.0,Onsite
14783,Timothy Smith,21,M,rebecca48@miller-anderson.com,717-317-4059,,hr,35321,2017-01-06,12.0,5,10064.0,Hyderabad,28.0,Hybrid
16019,Chelsea Zamora DVM,55,F,,(197)105-8570x97220,,sales,94390,2018-07-12,9.0,4,10087.0,Bangalor,7.0,remote
11547,Chelsea Fuller,62,Male,oevans@test.net,353-935-0293,delhi,,133503,2023-06-10,17.0,5,10071.0,,30.0,Hybrid
14766,Catherine Burns,58,Female,racheldunn@hotmail.com,+1-480-181-6457,Bangalor,hr,80562,"Mar 17, 2016",9.0,1,10024.0,Bangalor,9.0,Hybrid
19159,Barbara Torres,57,Female,glang@yahoo.com,664-485-4722,Mumbai,Financ,127135,2023-03-26,15.0,4,10071.0,Bangalor,9.0,Hybrid
16892,Charles Davis,50,female,youngjoseph@davis.com,695.914.2509x740,Bangalore,hr,105685,2021-10-14,1.0,Excellent,10028.0,Mumbai,10.0,Onsite
10006,Laura Wilson,45,Unknown,jamienelson@powers-lewis.org,467.112.7928,Mumbai,Sales,139941,2018-11-05,10.0,Excellent,99999.0,Mumbai,27.0,Remote
18162,Sarah Hood,46,,ingramjacob@gmail.com,049.458.4745x80477,Hyderabad,Marketing,137151,2019-09-04,15.0,Excellent,10004.0,Delhi,24.0,Hybrid
10568,Joanne Martin,29,,deborahmartinez@yahoo.com,(942)818-8161x064,,hr,114948,,6.0,1,10063.0,Delhi,0.0,Hybrid
14144,Nicole Porter,56,male,wardkathryn@blackwell.com,+1-038-861-9646x0207,Chennai,Financ,75236,31/12/2017,11.0,Poor,10080.0,Bangalore,10.0,Hybrid
10197,Michele Schroeder,22,Female,dbarnes@gmail.com,+1-606-437-5533,delhi,Operations,105911,2023-13-40,15.0,4,10070.0,Hyderabad,23.0,Hybrid
12045,John Paul,18,Female,cindy06@yahoo.com,(167)864-8651,delhi,Financ,89605,2025-07-11,19.0,4,10030.0,Hyderabad,20.0,Remote
11556,Mark Morris,33.1,female,susanhernandez@yahoo.com,072.548.5230,Mumbai,Financ,54152,2020-06-17,9.0,,10011.0,Mmbai,25.0,Hybrid
15957,Samuel Morales,27,,joyceflores@gomez.com,001-981-683-3705,mumbai,Operations,79752.62,2023-07-24,7.0,Good,10066.0,Bangalor,29.0,Hybrid
10932,Patricia Kelley,20,Female,ppowell@gmail.com,001-805-683-1343,Bangalor,Operations,,"Mar 05, 2023",11.0,5,10086.0,Hyderabad,21.0,
13929,Dana Owens,26,Male,denniskyle@gmail.com,001-060-784-7251x90318,delhi,sales,143175,2019-07-23,15.0,Excellent,10069.0,Bangalor,2.0,Hybrid
13952,Regina Simpson,57,,eddiebailey@english.biz,(504)383-5387x285,delhi,hr,139077,2023-01-18,11.0,3,10095.0,Delhi,8.0,Hybrid
19984,Andrew Arroyo,34,female,dgriffin@waters.com,4896074527,Delhi,hr,129244,2023-06-06,30.0,Good,10059.0,Chennai,25.0,
10244,Evelyn Ramos,59,male,amy29@yahoo.com,8770946261,delhi,,48848,2024-09-18,25.0,Excellent,10054.0,Hyderabad,19.0,
16489,Bradley Davis ,57,male,tammy17@gmail.com,+1-490-812-1048x15090,Bangalor,IT ,70081,2016-08-02,9.0,2,10079.0,Mumbai,1.0,Hybrid
14947,Austin Knapp,29,F,nancy66@yahoo.com,001-452-760-8365,Bangalor,IT ,145192,2026-02-14,6.0,3,10051.0,Hyderabad,29.0,Onsite
12188,Kathy Cox,24,Male,jeffrey27@yahoo.com,072-718-7241x3983,Bangalore,hr,66115,2017-08-12,4.0,,10085.0,,29.0,
13617,Lauren Moss,30,female,gonzalezabigail@yahoo.com,206.220.9610,Chennai,HR,58186,2018-06-20,0.0,1,10017.0,Delhi,29.0,remote
12868,Daniel Michael,65,,ilee@acosta.com,131-013-6641x7005,Mmbai,IT,132133,2021-08-18,19.0,Poor,10072.0,Mumbai,20.0,Hybrid
18221,David Caldwell,59,male,austinbarker@gmail.com,+1-115-449-3829x5433,,,64581,2024-02-07,12.0,Good,10018.0,Bangalore,-10.0,remote
12433,Arthur Mcmillan,35,Male,kcuevas@johnson.net,267.438.3007,mumbai,Finance,82497,2017-09-23,14.0,,10002.0,,24.0,Remote
13837,John Humphrey,43,,devincampbell@hotmail.com,(673)850-7131,Delhi,sales,142512,2022-01-10,7.0,Poor,10035.0,Delhi,1.0,remote
19411,Debbie Novak,64,Female,mcurtis@hotmail.com,124.599.7472x347,Bangalore,hr,82794,,7.0,Excellent,10047.0,Delhi,6.0,Remote
12712,James Wright,28,Female,zjones@hotmail.com,+1-927-204-3728x268,Mumbai,Financ,49582,2017-12-24,18.0,1,10098.0,Mmbai,29.0,Remote
12366,Andrea Johnson,62,,mrhodes@young-clark.org,(688)473-5816,,Operations,82893,2020-11-24,5.0,4,10051.0,,23.0,Remote
10782,Kenneth Lara,44,female,upierce@gmail.com,929-173-1979x06400,Bangalor,Sales,31210,2017-10-21,19.0,4,10004.0,Bangalore,30.0,Remote
15021,Jeffery Russell,50,female,thomas82@yahoo.com,6477774060,delhi,Finance,106582,2016-04-15,25.0,2,10002.0,Delhi,7.0,Remote
13722,Kristen Randall,21,female,cmartinez@yahoo.com,(650)381-7156x04444,Mmbai,Financ,86519,2018-07-07,2.0,,10077.0,Mmbai,2.0,onsite
13787,,64,Unknown,marcusalexander@hotmail.com,530-624-8401x273,Bangalor,hr,40953,2019-03-05,10.0,4,,Chennai,21.0,
18022,Molly Thomas,38,Male,erodriguez@mcdonald.com,4312301931,,Sales,52106,2018-07-11,4.0,4,10097.0,Hyderabad,29.0,Hybrid
11516,Renee Cox,47,Female,davidhuber@costa.info,(324)217-5751,Delhi,Marketing,137197,2016-03-27,15.0,1,10053.0,Bangalore,12.0,Onsite
15666,Jennifer Flores,21,female,kevinmorrow@yahoo.com,001-574-796-8459x12718,Bangalore,Financ,132070,2017-01-23,14.0,3,10037.0,Hyderabad,24.0,remote
19621,Brandon Ingram,21,Male,davidrichard@singh.com,8597417763,Bangalore,IT ,₹131721,2023-09-27,12.0,,10052.0,Mumbai,18.0,Remote
15336,Joshua Brown,37,,christopherpratt@yahoo.com,0071854102,Hyderabad,Sales,49995,2020-12-24,1.0,2,10072.0,Hyderabad,121.0,remote
19952,Adriana Chen,64,female,salexander@hotmail.com,303-868-2929x7773,delhi,HR,66218,2019-06-28,9.0,Good,10078.0,Mumbai,6.0,onsite
19744,Benjamin Avila,64,male,montgomerytina@gmail.com,001-224-466-9302x5301,,Marketing,121381,2025-04-05,5.0,,10056.0,Bangalore,22.0,onsite
17709,Kenneth Morgan,45,Female,russellshane@martin.org,2281811553,Bangalor,Marketing,64197,2022-02-21,19.0,5,10026.0,Bangalor,0.0,remote
12778,Shannon Fisher,56,F,davidhammond@brown-quinn.com,(492)944-9260x864,,HR,52084,2016-05-15,2.0,3,10004.0,Delhi,3.0,Onsite
18005,Mrs. Elizabeth Roberts,46,Female,carlagonzalez@johnson-lewis.com,(747)515-9747x9238,Chennai,Financ,149873,2022-09-11,0.0,3,10032.0,Chennai,28.0,
10945,Cheryl Gonzales,24,male,lori09@marquez.com,+1-174-802-7707,Mmbai,Financ,110959,2016-05-01,8.0,4,10009.0,,25.0,Onsite
16120,Robin Martinez,62,F,matthew27@reyes.com,427.326.5532,Bangalore,HR,127644,2022-02-22,10.0,5,10098.0,Mmbai,7.0,onsite
17703,Cheryl Foster,53,male,schwartzbrandon@brown.com,646-053-4888,Mmbai,Financ,126226,2019-06-18,8.0,Excellent,10022.0,Mumbai,64.0,Remote
10968,Justin Johnston,63,Female,david67@nichols.com,176.997.5885x6232,Mmbai,sales,116404,2021-11-18,-3.0,Good,10077.0,Delhi,17.0,
14006,Shawn Cunningham,53,F,maureenmorgan@hotmail.com,abcdef,Mmbai,Financ,133456,2023-02-15,9.0,Poor,88888.0,Delhi,21.0,
14446,Jamie Hull,23,Male,martinezgary@yahoo.com,(677)474-9035,Bangalor,IT,140411,2019-09-11,0.0,1,10038.0,Hyderabad,1.0,Onsite
12035,Timothy Perez,65,,rodney71@west.com,(917)759-8609x77140,Chennai,sales,119791,2017-12-17,13.0,Good,10065.0,Mumbai,8.0,remote
11087,Denise Hall,25,,william99@johnson-johnson.com,323.563.0399,Bangalore,Financ,49249,2024-01-24,1.0,3,10000.0,Delhi,12.0,Onsite
17299,Keith Long,39,,michaela47@gmail.com,253-543-4293,Delhi,Finance,102706,2021-04-27,2.0,3,10095.0,Chennai,4.0,onsite
11230,Steve King,34,female,randyhill@alvarado.com,075.062.9079x95845,Chennai,Finance,141664,2019-07-12,17.0,,10059.0,Delhi,0.0,Hybrid
16783,Kathy Stone,51,,david18@sullivan.com,(127)447-6202x951,Chennai,IT,97972,2024-05-04,10.0,Excellent,10085.0,Hyderabad,17.0,Hybrid
13876,Sarah Adams,59,,perezjanet@yahoo.com,+1-578-867-8719x5430,Bangalor,hr,134568,2021-12-20,25.0,Good,10097.0,Delhi,15.0,Hybrid
18511,Sandra Johnson,57,Female,shawn40@yahoo.com,(475)947-6872x53577,,IT ,98102,2022-12-20,15.0,Poor,10055.0,Bangalore,15.0,Hybrid
10443,Mr. Alex Stewart PhD,24,male,abc@,6438490636,Delhi,sales,130485,2021-07-31,8.0,5,10063.0,Bangalore,22.0,remote
13642,Barbara Page,27,Unknown,rodney54@neal-graves.com,2667283075,,HR,94310,2019-03-25,5.0,2,10049.0,Mmbai,4.0,remote
10459,Jerry Estrada,19,female,millerjeffrey@hotmail.com,+1-037-727-8971x0860,Chennai,Operations,129320,,17.0,Excellent,10084.0,Mumbai,22.0,remote
11711,Ricardo Owen,20,female,johnsoncody@mendez-golden.com,570.696.6078x039,Mumbai,HR,131160,2023-09-30,12.0,Excellent,10085.0,Chennai,18.0,remote
15821,Amber Ponce,37,male,anthony96@martin.com,186-551-9691x81246,Chennai,sales,119661,2025-02-13,,Good,10010.0,Delhi,18.0,Onsite
16155,Amber Sanchez,40,M,ryan72@clarke.org,197-709-4702x420,mumbai,Sales,138232,2021-08-01,20.0,,10079.0,Mmbai,13.0,Onsite
13088,Katherine Williams,54,female,henrymelissa@hotmail.com,(125)667-8125x2999,,HR,43195,2023-10-06,19.0,,10077.0,Bangalor,20.0,Hybrid
19385,Joshua Nichols,54,female,linda65@gmail.com,(605)332-1568,Mumbai,Operations,₹57893,2020-08-26,12.0,Good,10076.0,Mumbai,12.0,Onsite
14233,Paul Hernandez,27,Male,baxterdaniel@randall-evans.com,001-806-041-6431x4005,Delhi,Finance,61527,2022-06-26,11.0,Poor,10052.0,Mumbai,,Hybrid
13064,Seth Garcia,21,Male,linda50@diaz.info,944.667.6328x440,,,89093,2021-01-04,16.0,4,10044.0,Chennai,20.0,onsite
10406,Theodore Bullock,25,Female,kthomas@howard.com,179.487.5682x94797,Chennai,HR,109467,2021-07-30,5.0,4,10085.0,Hyderabad,0.0,onsite
11798,Catherine Townsend,34,Male,alexandererica@hotmail.com,001-560-916-4433x79473,delhi,IT,109621,2016-04-18,16.0,Poor,10068.0,Hyderabad,8.0,onsite
17749,Denise Thompson,49,F,eric86@yahoo.com,512.589.9903x773,Mumbai,IT ,34909,,4.0,Poor,10041.0,,21.0,Remote
11831,William Humphrey,34,Female,adam25@hotmail.com,885-048-3265x72126,Bangalor,IT,148223,2017-08-07,5.0,3,10050.0,Delhi,4.0,onsite
11062,James Hall,62,Female,tayloraaron@johnson-anderson.com,(749)116-9369,delhi,HR,121165,2023-05-29,0.0,Good,10026.0,Chennai,28.0,Hybrid
19328,Charles Merritt,59,male,brian94@gmail.com,+1-301-199-6621x078,Delhi,Sales,30647,2025-01-29,8.0,1,10018.0,Mmbai,146.0,Remote
19636,Chad Clark,62,Unknown,srubio@webb-washington.com,(304)081-3083x406,delhi,IT,51039,2023-08-31,19.0,Good,10051.0,Delhi,8.0,Remote
16701,Erica Burke,48,,angelashields@gmail.com,+1-270-478-5646x3488,delhi,IT,34493,2025-01-24,6.0,5,10089.0,Hyderabad,22.0,onsite
13164,Diana Blair,64,Female,morgantravis@douglas.com,(026)603-5473x22697,Mmbai,Marketing,54065,2020-08-10,8.0,4,10028.0,,12.0,Hybrid
10729,Heidi Keller MD,28,,sjames@yahoo.com,(738)542-8917,mumbai,Sales,31927,2020-03-03,9.0,Poor,10052.0,Chennai,4.0,Hybrid
16517,Eric Strickland,39,Male,lscott@yahoo.com,(259)262-2465,Hyderabad,sales,119590,2020-04-26,13.0,Good,10085.0,Bangalore,22.0,onsite
15835,Matthew Clements,54,F,porterashley@grant-martinez.com,+1-233-564-5528,Hyderabad,Marketing,72282,2020-10-30,1.0,2,10054.0,,9.0,remote
13808,Adam Baker,32,Female,martintimothy@young-lambert.com,(004)556-2933x34270,delhi,HR,127416,26/08/2025,4.0,Poor,10032.0,Delhi,16.0,Remote
18960,Dr. Stephanie York MD,38,male,shawn15@gmail.com,(940)229-4681x51381,Delhi,Sales,144599,2016-06-27,2.0,Good,10057.0,,4.0,Hybrid
15034,Alex Castillo,27,Unknown,johnstonjames@hotmail.com,001-758-176-5502x66788,Delhi,Marketing,135156,2017-05-26,19.0,2,10042.0,Mumbai,6.0,onsite
10079,Alexander Cruz,32,Female,ronald02@yahoo.com,001-914-052-0379x5300,Bangalor,IT ,141206,"Apr 12, 2022",7.0,2,10050.0,Bangalore,26.0,remote
10502,Stacey Johnson,30,M,timothycooper@gmail.com,001-128-085-3206x070,Delhi,IT ,117877,2021-03-05,13.0,2,10022.0,Bangalor,26.0,
12537,Stacey Evans,51,Unknown,bfarrell@gmail.com,001-819-742-4129,Chennai,,100097,2023-06-11,20.0,4,10022.0,,5.0,Hybrid
17624,Brittany Aguirre,26,male,aaronbaker@roberts-torres.com,(991)852-0182x9828,Chennai,Sales,32802,2018-04-29,10.0,Good,10019.0,Mmbai,12.0,
17961,Eric Salinas,42,M,kevinmullen@peterson.com,(132)963-6957,mumbai,IT,46859,2019-07-16,17.0,Excellent,10081.0,Delhi,6.0,remote
17188,Ernest Barker DDS,,Unknown,bthompson@gmail.com,591-154-2163x9078,Delhi,IT ,46225,2018-06-11,6.0,2,10042.0,Bangalor,22.0,Onsite
15683,David Robinson,twenty,M,tammyjuarez@moore-flowers.biz,(436)079-0884x358,Mumbai,Financ,110220,2018-07-27,1.0,2,10024.0,Delhi,5.0,remote
10376,Carrie Smith,46,Male,vargaspaul@poole.com,(462)906-7699x07733,delhi,HR,58648,2020-04-12,1.0,Good,10013.0,Delhi,30.0,remote
17834,Jessica Allen,47,Male,davidsonariana@yahoo.com,+1-498-930-6068x3374,Mumbai,IT ,100145,2020-02-19,4.0,1,10057.0,Bangalor,4.0,onsite
12137,Jenny Carlson,20,Male,ogarcia@hotmail.com,(706)530-6642,Mumbai,Operations,109326,2020-11-20,16.0,3,10031.0,Delhi,25.0,remote
17997,Mary Kelly,31,F,jasmine63@harrison.com,616.390.2214,Mmbai,Financ,30757,2018-12-30,9.0,Good,10068.0,Hyderabad,25.0,
12553,Denise Gonzalez,55,male,,112.196.5528x92449,mumbai,hr,72561,2018-08-07,16.0,4,10018.0,Mmbai,6.0,Remote
17091,Teresa Miller,50,,annageorge@yahoo.com,9732601471,Hyderabad,Finance,72264,2020-02-19,5.0,5,10017.0,,12.0,Remote
15860,Ms. Cassie Lyons DVM,62,F,gcarter@hansen-hamilton.biz,+1-708-182-9150,Delhi,,99772,2016-03-21,18.0,3,10099.0,Mumbai,14.0,
19567,William Kelly,61,M,nancyellis@taylor.com,493.554.0167,mumbai,IT ,143059,2016-02-29,12.0,2,10082.0,Hyderabad,4.0,
18140,Shirley Garner,31,M,shannon17@pineda-baker.com,581.447.1860,Mumbai,,72056,2023-07-31,20.0,Excellent,10071.0,Bangalore,130.0,
10150,Lee Anderson,29,female,djohnston@pittman-dickerson.org,143-502-7793,mumbai,HR,38331,2019-11-16,1.0,4,10059.0,Mumbai,27.0,onsite
19460,Jonathan Roberts,50,Male,wmiller@gmail.com,(430)454-5918,mumbai,Marketing,109190,2022-04-11,50.0,1,10017.0,Bangalor,9.0,remote
16676,Jaime Berry,29,female,maureenreed@sanchez.com,(506)647-2394,Mumbai,Financ,37290,,18.0,,10049.0,Mumbai,25.0,remote
14235,Cindy Marsh,44,female,bchavez@lee.com,(090)796-4851x24631,delhi,sales,133079,2017-04-05,18.0,,10083.0,Chennai,17.0,
14253,Alexis Hernandez ,51,F,pfrederick@fitzpatrick-brown.com,017-120-6613x896,delhi,IT ,69561,2024-09-19,9.0,1,10044.0,Delhi,8.0,Remote
19036,Christine Alvarez,-5,female,ronald87@martin.info,520.180.1280,Delhi,Sales,60668,2016-07-03,0.0,1,10033.0,Mumbai,7.0,Onsite
14995,Isaac Sullivan,41,Female,brittanycrawford@taylor.biz,001-560-604-0359x316,mumbai,Finance,69440,2019-11-28,8.0,Poor,10036.0,Mmbai,0.0,remote
14191,Jared Johnson,43,Male,emmachen@gmail.com,001-277-016-8969x49629,Mumbai,IT ,106412,2019-06-10,2.0,,10022.0,Mmbai,24.0,Onsite
15840,Kimberly White,46,Male,jroberts@hotmail.com,723-343-8717,Bangalore,,71959,2025-12-07,12.0,5,10078.0,Delhi,-10.0,Onsite
15991,Eddie Murray,36,Female,richard45@hotmail.com,814-813-0203x065,Mmbai,hr,103387,2022-05-05,2.0,Excellent,10061.0,Mumbai,27.0,onsite
10036,Clinton Gregory,29,F,twright@gmail.com,001-327-995-4728,Delhi,Financ,110229,2022-02-26,20.0,,10044.0,,14.0,Remote
11013,James Johnson,22,M,palmercassandra@gmail.com,+1-466-851-3294x3552,Delhi,Financ,42820,2020-06-03,14.0,Excellent,10005.0,Chennai,9.0,
19208,Sandra Barnes,26,Male,julie27@yahoo.com,5697288941,delhi,Operations,₹117997,2021-03-07,15.0,3,10001.0,Mmbai,18.0,onsite
18981,Rebecca Serrano,43,Unknown,monicalane@butler.com,(701)022-5753,Hyderabad,sales,59428,2018-03-13,6.0,Good,10043.0,Delhi,29.0,remote
10912,Austin Munoz,33,Unknown,rebecca11@gmail.com,200-251-5208x8529,Chennai,Operations,59771,2020-07-30,1.0,3,10066.0,Mmbai,20.0,Hybrid
10682,Alexis Sanchez,32,Female,kimberly30@gmail.com,(600)462-4356x9687,Delhi,Financ,43846,2024-02-08,12.0,Excellent,10074.0,Mmbai,4.0,Remote
15304,Vincent Brown,30,,nnguyen@stevens.info,845.544.9248x5396,delhi,sales,141571,2016-03-20,19.0,4,10002.0,,19.0,
18687,Scott Smith,59,M,milessandra@williams-drake.com,001-980-911-7014x3639,Chennai,Sales,93368,2017-09-15,11.0,Good,10041.0,Bangalor,23.0,onsite
14459,Beverly Pearson,58,Female,sarah63@yahoo.com,+1-556-925-8320,Hyderabad,sales,107763,2025-05-26,3.0,,10017.0,Mmbai,28.0,remote
18364,Penny Stephenson,29,,hebertbrittany@yahoo.com,(759)021-7092x555,,IT ,125389,2018-06-26,25.0,Poor,10099.0,Hyderabad,16.0,Hybrid
10847,,21,female,deleonbrianna@hotmail.com,(800)433-0576,Mumbai,HR,83107,2025-07-28,2.0,4,10097.0,Mmbai,30.0,remote
17354,Beth Thomas,26,Male,jasmine25@wood.com,3863928633,Chennai,Sales,135539,2022-03-28,0.0,,10041.0,Chennai,2.0,Hybrid
11300,Jesse Atkins,thirty-two,F,jonestiffany@berger-rivas.com,(569)476-4085,Chennai,IT ,113159,2017-02-20,5.0,Poor,10070.0,Hyderabad,13.0,Remote
18171,Holly Martin,forty-five,Female,dbryant@russell.biz,(581)805-4107x4959,Mmbai,hr,62834,2020-05-20,2.0,Excellent,10081.0,Bangalor,5.0,onsite
18965,Sydney Bruce,44,F,mariacarr@yahoo.com,(447)023-5773,delhi,Operations,83632,2021-07-12,19.0,5,10020.0,Bangalor,16.0,Onsite
17526,Hannah Medina,58,F,barkercharles@gmail.com,+1-973-643-6104x406,,Sales,146792,2024-07-21,1.0,3,10009.0,,30.0,
19829,Traci Henderson,56,F,kfuller@yahoo.com,+1-480-473-3515x29672,Bangalor,Marketing,79931,2023-13-40,30.0,Poor,10061.0,Hyderabad,67.0,Onsite
13189,Terry Lucero,60,male,briancalhoun@kennedy-guzman.org,(498)147-5388,Bangalore,Sales,32043,2023-13-40,17.0,5,10031.0,Bangalor,24.0,remote
16173,Kevin Hudson,41,Female,samuelgallagher@mejia.net,(128)123-1006,delhi,HR,65290,2016-08-15,14.0,3,10087.0,Bangalore,9.0,Onsite
16917,Timothy Forbes,46,Female,ruth02@mcintyre-anderson.com,124-473-5037,Mumbai,IT,47607,2021-11-13,5.0,Poor,10058.0,Mumbai,25.0,Hybrid
16183,Shannon Wood,54,F,qsnyder@avila.com,(632)223-3772x71661,Delhi,,142732,2017-08-05,11.0,5,10064.0,Mumbai,27.0,Remote
11319,Sean Phillips,28,F,elopez@hotmail.com,011-333-4780,Bangalor,Operations,71083,2024-12-19,8.0,Poor,10099.0,Mumbai,-10.0,Remote
19644,Emily Alvarez,52,Male,shelby92@porter-baldwin.com,(232)918-8253x3539,Delhi,IT,137211,2025-04-24,8.0,,10061.0,Bangalore,13.0,
12828,Jon Cole,20,female,jamescummings@yahoo.com,987 654 3210,Mumbai,Financ,128461,2017-11-15,14.0,5,10030.0,Mumbai,0.0,
13886,Wendy Perry,46,Female,liudaniel@rivera.info,7023497450,delhi,hr,117108,2021-08-27,14.0,5,10031.0,Mumbai,10.0,
19701,Albert Rodriguez,25,,ewillis@hotmail.com,6657925641,Bangalor,hr,75378,2023-13-40,8.0,,10073.0,Bangalore,22.0,Remote
11108,Samuel Rivera,44,Male,rochaelizabeth@miller.biz,001-855-861-7591,Bangalore,Finance,65032,2022-01-06,1.0,Good,10009.0,Bangalore,8.0,Onsite
17793,Kenneth Martinez,31,Unknown,kevinosborne@bailey.com,8901793068,Mmbai,IT,140549,15/06/2021,8.0,Good,10027.0,,25.0,Hybrid
12677,Tara Mccormick,52,Female,lewismichael@gmail.com,001-057-204-9653,Mumbai,,110297,2024-05-03,3.0,4,10046.0,Mmbai,8.0,Onsite
13704,Kathleen Branch,200,Male,bunderwood@morris.com,001-715-259-0281x9405,Chennai,,53106,2025-12-03,13.0,3,10005.0,Hyderabad,10.0,
11039,Charles Haynes,46,Unknown,fholland@hotmail.com,(515)751-2414x5713,Hyderabad,,102332,2020-08-29,3.0,1,10015.0,Bangalore,24.0,Onsite
13535,Marvin Garcia,27,,dylan76@hotmail.com,233-242-0118,Bangalore,hr,69647,2018-07-13,1.0,1,10066.0,Mmbai,4.0,Hybrid
13226,Mario Jones,21,Male,sgreer@obrien.biz,1405081311,Chennai,sales,56426,2018-03-26,13.0,Excellent,10064.0,Chennai,9.0,Onsite
12865,George Johnson,26,Unknown,xgregory@gmail.com,3748813342,Mumbai,HR,90621,2018-12-29,8.0,1,10077.0,,2.0,remote
13438,Amy Gonzalez,50,Unknown,pamela14@gmail.com,589-420-6447x8301,Mmbai,Finance,129080,2024-04-17,16.0,,10034.0,Chennai,3.0,Hybrid
17017,John Gill,58,female,whiteheadbarry@bartlett.com,001-986-625-1822x46513,Mumbai,IT ,46073.5,08/06/2025,6.0,2,10020.0,Chennai,18.0,remote
16086,Jeffrey Shelton,64,Female,sandersbryan@gmail.com,220.401.3912,delhi,Finance,129903,2022-09-13,17.0,1,10070.0,Delhi,18.0,Onsite
13941,Julie Maxwell,58,male,jordanmichael@scott.com,630.984.1367x1302,Mmbai,IT,41412,2018-05-29,1.0,3,10003.0,Chennai,2.0,remote
12258,Angel West,30,Female,morganrobinson@savage.com,159-353-1078x00671,,IT,61832,24/09/2022,17.0,2,10096.0,Bangalore,13.0,
13882,Stephanie Fleming,52,,fowlersarah@valdez.com,932.219.5665,Bangalore,Financ,3966194,2019-08-14,5.0,,10012.0,Chennai,1.0,Remote
11398,Shannon Morris,24,male,rioskimberly@valentine.net,(208)991-7296x854,mumbai,Sales,65183,2019-11-21,15.0,1,10098.0,,16.0,onsite
11427,Jon Christian,52,Female,walkerkathryn@cooper.com,+1-406-686-9076x64499,,Sales,66956.23,2019-04-15,20.0,5,10078.0,Chennai,23.0,
19662,Maxwell Rodriguez,61,M,carolynadkins@gmail.com,(408)952-4678x64636,Bangalor,Operations,110104,2022-01-18,11.0,Excellent,10015.0,Mumbai,24.0,Onsite
